,logFC,AveExpr,t,P.Value,adj.P.Val,B
POLR1C,1.30616517236228,5.04716737871854,14.5969936143448,2.32521880887978e-43,2.82617428337066e-40,87.6632825966687
MARCKSL1,1.62675103973525,8.14597791075515,14.5839113734543,2.71312885486803e-43,3.15733154717036e-40,87.5107994498024
MELK,2.13385069109485,4.57674411037757,14.5813056208903,2.7977741291912e-43,3.18800533325235e-40,87.480437382684
KAT2A,1.48682531296394,6.05731802402746,14.5690393984571,3.23295849884892e-43,3.60870745090902e-40,87.337556326449
CDCA8,2.01817548041252,5.04024719879863,14.5576318587646,3.69797307433858e-43,4.04521274601898e-40,87.2047429930779
MRPL17,1.21618087263576,5.59974764187643,14.5510049047643,3.99812300455766e-43,4.2877909359663e-40,87.127617085149
CEP55,2.14855375458208,4.95438650536613,14.5162383264343,6.01882208395254e-43,6.33075911311123e-40,86.7233462041642
SERPINH1,1.5296680605796,7.5411533409611,14.4485134780749,1.33304491764097e-42,1.37567720321459e-39,85.9375258777059
SAPCD2,2.43838507479604,5.59032613340961,14.4365439219924,1.53382792012738e-42,1.55356885354384e-39,85.7988752391126
MCM2,1.84720493351413,6.12435890389016,14.4135190896146,2.00863019410317e-42,1.99749142666314e-39,85.5323626788371
UHRF1,2.05653352470296,4.33891728810069,14.4054083190692,2.20867103414156e-42,2.15720111093523e-39,85.438542627999
CDC45,2.22989452019166,3.85561783832952,14.3889907000648,2.6763734205174e-42,2.56814463570525e-39,85.2487337056227
RRP12,1.40622897285868,5.56698365217391,14.3192895595653,6.0400841582104e-42,5.69590350057445e-39,84.4443827021775
KPNA2,1.47752221880817,6.87173447254005,14.3070221377054,6.96867070212466e-42,6.46019396699505e-39,84.3030661369539
PAFAH1B3,1.80885209389148,5.05078984816934,14.2705215509038,1.06598398750021e-41,9.71733236605399e-39,83.8830349693683
GTPBP4,1.19489405267391,5.90173829290618,14.2521407323577,1.32008436568266e-41,1.18363958001661e-38,83.6717691228455
CDK1,2.16663517767058,5.5020274990389,14.2031841540569,2.33102891486886e-41,2.0237401031548e-38,83.1098964392226
TIMELESS,1.57943744892331,5.3977983375286,14.200814814588,2.39599425517693e-41,2.04763915292034e-38,83.0827341447713
PDCD2L,1.42330244932319,3.14457723524027,14.1988553006365,2.45108299697844e-41,2.06249206953439e-38,83.0602722547937
ZWINT,1.85484318465608,5.30801580098398,14.1813933476479,3.00120831223743e-41,2.48713770663373e-38,82.8601913684313
KIF4A,2.11093899669294,4.63593087997712,14.1425741856269,4.70488917314188e-41,3.84080467649247e-38,82.4159479928433
BUB1B,2.0627030127247,4.4574137855492,14.1385433477058,4.92952198011345e-41,3.9380706527558e-38,82.3698630233016
YDJC,1.66348054548526,5.04847555389016,14.1356081722611,5.09978823577522e-41,3.9380706527558e-38,82.3363100422241
NCAPH,2.01189999505987,4.30596018441648,14.1351477232598,5.12702488826143e-41,3.9380706527558e-38,82.3310468897907
CENPO,1.28102698176407,3.83185152414188,14.1342786976792,5.17882527309541e-41,3.9380706527558e-38,82.3211138038187
NOP56,1.37370310927769,7.02665918077803,14.134191687552,5.18404035100864e-41,3.9380706527558e-38,82.3201192867366
CENPA,2.18760975717418,3.1013282155881,14.0975003948955,7.92221375162328e-41,5.93569152253473e-38,81.901083284151
PLOD3,1.67423270804128,7.21551461441648,14.0927829413694,8.36575370511088e-41,6.18330944460864e-38,81.8472567544224
CAD,1.36572831712362,6.46096526887872,14.0598771823605,1.22290867334782e-40,8.89167851036145e-38,81.4721141066023
CCDC86,1.32994368984671,5.01496145892449,14.0589873262017,1.23551982226432e-40,8.89167851036145e-38,81.4619769418072
AURKB,2.22735717881783,4.43285372734554,14.0557696967468,1.28221125207958e-40,9.10786291331071e-38,81.4253253520232
FOXM1,1.97174141993323,5.78910367376773,14.052833274551,1.32635418787707e-40,9.3006336289662e-38,81.3918815630673
MTFR2,1.97429121737277,2.66370824332151,14.0500311003992,1.36988971456762e-40,9.48431872636407e-38,81.3599708652684
PYCR1,2.00302436564016,6.47235498249428,14.0424817210723,1.49439306345433e-40,1.01798245758223e-37,81.2740197106431
KIFC1,2.13379452361134,5.03825353100687,14.041719664825,1.50757069319244e-40,1.01798245758223e-37,81.2653451679737
METTL1,1.45961662535334,4.08824323455378,14.0316587639219,1.69279329167914e-40,1.12911376937062e-37,81.1508489895799
TACC3,1.66944886655941,5.79223225537757,13.9890397929429,2.76402046711813e-40,1.82142288492803e-37,80.6664060570745
CCNF,1.69743214928572,4.74924537795195,13.9763439024103,3.19812580542137e-40,2.08239870151812e-37,80.5222739045767
MCM10,2.17271066997035,3.38715621526316,13.9621336804554,3.76499040862629e-40,2.422660592939e-37,80.3610482599317
SLC12A8,1.53163794964034,4.33572621224256,13.9472007243783,4.46876924017953e-40,2.84208527432116e-37,80.1917345757483
ETV4,3.22345390942385,5.65041431789474,13.9403220459886,4.83563645205764e-40,3.04005903155509e-37,80.113780986146
URB2,1.29539972104888,4.44015969565217,13.9335385751002,5.22678583159763e-40,3.24862558021855e-37,80.0369302317393
CDH3,3.3117719355064,5.55406098175057,13.9207054745101,6.05499999429813e-40,3.7211036481813e-37,79.8916074253458
CDC20,2.20687863400133,5.7392978278032,13.9163085575249,6.36784115863728e-40,3.86987857968518e-37,79.8418360257922
DDX31,1.12050080589709,4.16956909954233,13.9077725441885,7.02187539267778e-40,4.20689531650105e-37,79.7452401735981
NAT10,1.21924039404316,6.2096997826087,13.907099189572,7.07622943812225e-40,4.20689531650105e-37,79.737621911879
SHCBP1,1.77959148306024,3.52668013729977,13.8714215965777,1.06436610428069e-39,6.25973162082066e-37,79.3343050901588
TRAF2,1.22040677114885,4.77940263729977,13.8533253487612,1.3088964553549e-39,7.61596719421662e-37,79.1299885834105
PRC1,1.70128021657896,5.5711429610984,13.8218948383142,1.87380136876913e-39,1.07881648278766e-36,78.7755255855306
GDF15,3.20871741973203,6.33790044576659,13.8176315149282,1.96717032128357e-39,1.11537891074176e-36,78.7274848409274
ENC1,1.90188636556892,6.95666284782609,13.8171460340747,1.97809222674743e-39,1.11537891074176e-36,78.7220148594869
DSCC1,1.82841366935716,3.49399439801602,13.8006702588879,2.38681579867438e-39,1.33211112355607e-36,78.5364528567225
DHX34,1.289619779721,5.11827559382151,13.7856296662897,2.83290382739702e-39,1.56510782666141e-36,78.3671786689377
CKS2,1.83783050107094,5.4507295721968,13.7807427227018,2.99501355255179e-39,1.6381226625682e-36,78.3122040688678
NME1,1.63864971309723,5.85724170022883,13.7559343501243,3.97189360914298e-39,2.15091802922847e-36,78.0333205435163
EZH2,1.7048857329359,4.77848104441648,13.7371429168453,4.91777205566849e-39,2.63703473122341e-36,77.8222912564134
DDX56,1.04851772849494,6.28797103432494,13.7100944082291,6.68592841867899e-39,3.55035781417133e-36,77.5188600864498
CHTF18,1.91282784827913,4.40428440120137,13.6983404564512,7.63969025512007e-39,4.01781594715185e-36,77.3871238489832
ORC6,2.00640952666352,3.38902281525172,13.6960584907497,7.83999483876207e-39,4.08389064481992e-36,77.361556416142
TWNK,1.63320743543768,4.31971662929062,13.6931735947292,8.10072487402816e-39,4.17989761306576e-36,77.3292376054458
EFTUD2,1.05628598582033,6.87210074713959,13.6793088120229,9.47940950610789e-39,4.84557292464085e-36,77.1739749720125
MIR4435.2HG,1.49954711922414,3.90482784988558,13.6524970751129,1.28425830581481e-38,6.48893647020895e-36,76.8740159520671
MTHFD2,1.50434624105439,6.18740439473684,13.6518867286861,1.29316038989446e-38,6.48893647020895e-36,76.8671920663613
DKC1,1.5865113565831,6.65036065560641,13.6508077003979,1.30904894978356e-38,6.50894839167382e-36,76.8551286366991
QSOX2,1.28771524884518,4.84061985697941,13.6423077718606,1.44119986385028e-38,7.10147986966585e-36,76.7601218356158
ASF1B,1.94916498274078,5.08334765125858,13.6407675717174,1.46652988601676e-38,7.16177251032919e-36,76.7429105531546
CKAP2L,1.87541459086294,3.7119644567151,13.6361717267849,1.54477832819406e-38,7.47713722659948e-36,76.6915608145278
SKA3,2.07342744131777,4.21513167675057,13.6200272748746,1.85408975588642e-38,8.89556484194803e-36,76.5112663744071
BOP1,1.78916422161193,6.3818188798627,13.5971839937434,2.39983791792407e-38,1.14138378192049e-35,76.2563987276845
CCT5,1.205454695861,7.70068464416476,13.5913494047042,2.56319993522379e-38,1.20857086600918e-35,76.1913453930715
DTL,1.84190566910349,4.3304635384897,13.582928665689,2.81868291055779e-38,1.3164445717921e-35,76.0974894765559
FANCI,1.66968073024154,5.37883312471396,13.5822569771181,2.84012175649452e-38,1.3164445717921e-35,76.0900045931764
LIMK1,1.21353281269966,5.58901174713959,13.5659969177312,3.41166481596091e-38,1.56807568999145e-35,75.9088858959448
MFSD12,1.19476199243903,5.94661033524027,13.5615417187123,3.58735072548916e-38,1.63508456608858e-35,75.8592846257671
NUP85,1.01140955884448,5.38323156521739,13.5488146963623,4.14042766923289e-38,1.85623517515322e-35,75.7176486720574
PNO1,1.1475061768437,4.73715593935927,13.539895536731,4.57786383138292e-38,2.03566066876007e-35,75.6184410883372
CCNB2,1.78411096300186,5.08417661681922,13.5330745404468,4.94319049910461e-38,2.18038551893973e-35,75.5426000338477
SLC52A2,1.79361873306828,6.4682830778032,13.5313943763003,5.03754778587888e-38,2.20422940918916e-35,75.5239225054162
STIP1,1.10008213460345,7.34387636727689,13.5200564202475,5.72290412733095e-38,2.48424000987592e-35,75.3979237439854
CDT1,2.17949664800175,5.08733119416476,13.494716399226,7.60886165879712e-38,3.27690305848747e-35,75.1165690919759
CFAP157,1.48812162631361,1.5319551111373,13.4777094660679,9.20998685468052e-38,3.93547055481837e-35,74.9279315194075
TTYH3,1.64663268338199,7.47454178489703,13.456546675784,1.16780738651175e-37,4.95141279110545e-35,74.693415284764
ILF2,1.0337760495484,7.40134947139588,13.4514600953452,1.23634342292396e-37,5.201677193602e-35,74.6370841212329
RUVBL1,1.40049115094339,5.64828519107551,13.4131368732586,1.89910961303127e-37,7.92914505990423e-35,74.2131238596535
RIPK2,1.26415646652725,4.70310813043478,13.4107140658072,1.9512971403241e-37,8.08531796136564e-35,74.1863476233283
MCM3,1.31516000551559,7.02536379633867,13.407096679783,2.03188509300707e-37,8.3559364783475e-35,74.1463751288487
GPATCH4,1.11147617500517,5.37558380434783,13.4045310894796,2.09104159671984e-37,8.53503881586503e-35,74.1180293810913
PUS1,1.59038077519362,4.92303278832952,13.3815577092059,2.70331928456971e-37,1.09524480199659e-34,73.8643685248906
POLR1B,1.12605009861421,5.19553252059497,13.3804303094679,2.73758501764637e-37,1.10097215103065e-34,73.8519276941877
DNMT1,1.22279888975708,6.55376745080092,13.33173745831,4.71351244764921e-37,1.86973003462895e-34,73.3152623693583
RHPN1,2.25132163035001,4.06904821283753,13.3269455128853,4.97207034540285e-37,1.95645602548064e-34,73.2625179895182
AURKA,1.94441369127388,5.22586809290618,13.2960216123216,7.01577151309196e-37,2.74091159220404e-34,72.9224436248145
CCNB1,1.96798044887275,5.82869782242563,13.2839565992806,8.02336357658895e-37,3.09040754099671e-34,72.7899047531647
DPH2,1.21231354298715,5.12433054691076,13.2804385836174,8.3434183957478e-37,3.19121167241557e-34,72.7512729806915
CCT6A,1.29094503511594,7.74934484324943,13.2784286775862,8.53194400832424e-37,3.23131481950669e-34,72.7292049916161
EPHB4,1.43919454399834,6.97070997826087,13.2780658509621,8.56642561163672e-37,3.23131481950669e-34,72.7252215316694
CEMIP,3.50212676778342,5.78740681647597,13.276828191808,8.685094988108e-37,3.25363883818197e-34,72.7116338605396
MMP11,3.31525060579045,5.67590875933638,13.2555647169634,1.09994056345172e-36,4.06494926472918e-34,72.4783234011969
LMNB2,1.55273080637971,7.00699614874142,13.2506534549656,1.16158334122652e-36,4.26394636566338e-34,72.4244705333566
ENTR1,1.22007540879737,5.29408438787185,13.239314225455,1.31735851430033e-36,4.7887811386514e-34,72.3001844449915
VARS1,1.20950743230759,7.02553986498856,13.2389924793296,1.32206957114245e-36,4.7887811386514e-34,72.2966589073609
DDX39A,1.44733814977133,6.34566842906179,13.2331109205166,1.41120505124776e-36,5.07801712355238e-34,72.2322216730904
GINS1,1.99696091255579,4.4174298071167,13.2301667333131,1.45804640001156e-36,5.21227763716552e-34,72.1999728646509
NCAPG,1.93741340111001,4.25940635640732,13.2232704213259,1.5739125708382e-36,5.58994467935034e-34,72.1244535880646
CCT3,1.18867899080734,8.13311153203661,13.2166969939759,1.69287320322985e-36,5.97365805488107e-34,72.0524944823351
STIL,1.76526993613403,4.48371300663616,13.2090311737476,1.84295138197822e-36,6.46155293828838e-34,71.9686070428216
CDC25C,1.90318981262726,2.85384174271167,13.2031587747148,1.96681502765628e-36,6.85190751195287e-34,71.9043670025403
SPAG5,1.73440756755958,5.00059438544622,13.1950829464918,2.15079711306288e-36,7.4454334239857e-34,71.8160540058163
SPC25,1.80681432557304,3.161845362746,13.1930580086417,2.19955455646332e-36,7.56632933746928e-34,71.793915995555
C1orf112,1.33444233133546,3.18305102402746,13.1869117817407,2.35438746157897e-36,8.04832638819134e-34,71.7267350845216
HGH1,1.41431282605198,5.42260523798627,13.1761767468798,2.65128570577795e-36,9.00696097375933e-34,71.6094465620215
DLGAP5,2.00821132139981,4.28844915481693,13.1750921316389,2.68328152757729e-36,9.03703781652759e-34,71.5975998469758
DDIAS,1.94325638956921,3.02536970476773,13.1747590481578,2.69318432049364e-36,9.03703781652759e-34,71.5939618715981
ECT2,1.8836223435525,6.25643121853547,13.1684285074038,2.88846624746104e-36,9.63321106127328e-34,71.5248306519262
RAD51,1.67749348241744,3.58813888870709,13.14521993985,3.73284274171488e-36,1.23738081065512e-33,71.2715764849034
MSTO1,1.01687567463516,3.10993464004577,13.1297367306825,4.42861459031462e-36,1.45917515070637e-33,71.102788155206
CLN6,1.18423100013787,5.89722059153318,13.1154197570995,5.18625216429487e-36,1.69857522231202e-33,70.9468317859724
CLDN1,2.94658312363133,5.91242312797483,13.1125833485279,5.35100841673114e-36,1.74210360329232e-33,70.9159479884496
BIRC5,2.26109158459771,5.38355704462243,13.106776199783,5.70475278315675e-36,1.84628078979147e-33,70.8527316950066
PPM1G,1.06682411578149,7.14589923340961,13.1009247646766,6.08473693745601e-36,1.95767462820092e-33,70.7890522710581
IPO4,1.39317650608531,2.38261140465675,13.0962203347627,6.40842373211406e-36,2.0497586902221e-33,70.737869177052
GRIN2D,3.00898921459793,4.80691131505721,13.0441024891481,1.13700570376124e-35,3.59471254145786e-33,70.171664584455
RFC4,1.32934070753568,4.28042428718535,13.0401059249761,1.18803836215207e-35,3.73446886309814e-33,70.1283088067671
DEPDC1B,1.8857186240905,3.75174038248284,13.0238727596114,1.41984156473107e-35,4.43761339331235e-33,69.9522990450781
MCM4,1.57795148684302,6.84804474942792,13.0228999436265,1.4350823367274e-35,4.45976297768778e-33,69.9417558739213
RRM2,1.98080159207134,6.39930041418764,13.0092596506458,1.66674484081809e-35,5.15042989087828e-33,69.7939811554896
TCF3,1.23123145758738,6.7623350389016,12.9927734772373,1.99692067453134e-35,6.1360436119939e-33,69.6155143468085
BUD23,1.11881318442763,6.39373336384439,12.9914272772775,2.02659622870977e-35,6.19244026420564e-33,69.6009481461445
KIF14,2.08622462482499,3.38346086854691,12.9760297693643,2.39889273218472e-35,7.28930211038019e-33,69.4344159273292
FEN1,1.44287934961966,5.32052516475973,12.9691870773973,2.58548427473917e-35,7.81287637606955e-33,69.3604513746145
ZMYND19,1.26583343083676,4.401238798627,12.9450308881848,3.36738019452659e-35,1.00644185650072e-32,69.0995512771037
HROB,1.5206808405118,2.64433510117849,12.9380098443594,3.63594883392397e-35,1.08080555147539e-32,69.0237818539522
BCL2L12,1.44020860609013,4.34103240160183,12.9336473785843,3.8134518402526e-35,1.12744188325738e-32,68.9767171809199
PDCD11,1.17203569526348,5.94633221510297,12.9288263957232,4.01965770656256e-35,1.18201708742172e-32,68.9247182726025
AL391845.2,2.83240380365408,-2.49657644707094,12.9249732691218,4.19241493905047e-35,1.2262253213442e-32,68.8831680580062
SRRT,1.00384853080688,6.71748900572082,12.91650981146,4.59825696027921e-35,1.33777481086421e-32,68.7919317631302
CD3EAP,1.49919288203272,2.70783796559497,12.8823048728022,6.6772051625509e-35,1.93232664743768e-32,68.4236145599585
LIG1,1.49114992186243,5.42738319679634,12.8807049269715,6.79462268054013e-35,1.95595730269549e-32,68.4064026457353
LRP8,2.07171343527153,4.06562572136156,12.8765019949398,7.11295035538438e-35,2.03687340150654e-32,68.3611952162379
CKS1B,1.30360037676097,4.72602073684211,12.8673435611085,7.85894139524449e-35,2.23877499798384e-32,68.262720314391
MRTO4,1.24421781957116,5.52617927574371,12.8478784972034,9.71301952723247e-35,2.75260934218643e-32,68.0535829162023
P3H1,1.2276439076391,4.81127302551487,12.8359183652257,1.10619182077092e-34,3.1187196720137e-32,67.9251872099798
DDX55,1.06971373987084,4.32558038329519,12.8337376917732,1.13272335425945e-34,3.1771437877549e-32,67.9017857845012
RNASEH2A,1.68968128877117,4.84048134038902,12.8199301003484,1.31605006778906e-34,3.65387606384379e-32,67.7536754871341
DNAAF5,1.02187616482431,5.94459648741419,12.7985402090786,1.65998245849792e-34,4.58549194785575e-32,67.5244465970314
ATIC,1.22343074398456,6.70669563043478,12.7960733080546,1.7050027430307e-34,4.68618718744042e-32,67.4980263773371
FHOD1,1.06865715900995,4.6503851006865,12.792484464024,1.77267635055491e-34,4.84782664968004e-32,67.4595964890086
MAD2L1,1.88006304266403,5.0673975173913,12.7824058754908,1.97735700422882e-34,5.35403670031165e-32,67.3517128000624
GARS1,1.0143721941259,7.23233867620137,12.7779174379104,2.07592209386293e-34,5.59322950363708e-32,67.3036861587078
C19orf48,1.80935583843909,6.13339789244851,12.7740832534569,2.16398201512445e-34,5.80191158417802e-32,67.2626692084845
PRR11,1.52739136770161,4.584296902746,12.769154390793,2.2826647273604e-34,6.09026084209644e-32,67.2099540834039
CYP27B1,1.97546483503877,1.72412895853776,12.7678863079304,2.31423263720379e-34,6.14451233455637e-32,67.1963939455552
XRCC2,1.80286568660623,2.87681241162815,12.7576027162443,2.58681185321059e-34,6.83505673001707e-32,67.0864612474565
ACTL6A,1.20314698814147,5.9558818020595,12.7563820079015,2.62121948151615e-34,6.89267305488105e-32,67.0734157685283
FANCD2,1.54550524774435,4.37064127402746,12.7382881640394,3.18800497520602e-34,8.30607083777361e-32,66.8801505130355
EXOSC5,1.62671845582148,4.74393474633867,12.737820381356,3.20417206601581e-34,8.30607083777361e-32,66.8751564908806
ANLN,1.79465789832923,5.65489658581236,12.7378172662252,3.20428000140823e-34,8.30607083777361e-32,66.8751232343367
PCNA,1.49021068464597,7.13232040617849,12.7185408447333,3.94648564984169e-34,1.01817468216081e-31,66.6694385888355
SNRPB,1.33860506101625,7.87101425858124,12.7140013585757,4.14480955842322e-34,1.06432093332375e-31,66.6210321190582
RHEBL1,1.89201918941365,0.401055063514874,12.7092765313104,4.36176816392759e-34,1.11479864357953e-31,66.5706618716705
FPGS,1.06148972422036,5.9727803798627,12.7007133650413,4.78417443470619e-34,1.21707172421514e-31,66.4794047685708
PFDN2,1.20079175811826,5.25217069679634,12.6821072089649,5.84749890929601e-34,1.473866142138e-31,66.2812658240119
KIF18A,1.77611754827771,3.17779894256064,12.6764937390502,6.21226865041946e-34,1.55862400841602e-31,66.221526589829
TTK,1.97811466203433,4.06451958080092,12.6638867755353,7.11610515175391e-34,1.77723913824283e-31,66.0874280516786
RANGAP1,1.13453947944292,6.83412241990847,12.6301221631041,1.02339134973229e-33,2.54429044880035e-31,65.7287311707382
CTPS1,1.23802057249557,5.12840113615561,12.6066533937662,1.31690545679842e-33,3.2445109891707e-31,65.479800825714
ALG3,1.12763259446602,6.26940524141876,12.5938961575752,1.51016987370229e-33,3.70397942789897e-31,65.3446205325173
NSUN5,1.21330270172133,5.03074446384439,12.5849691075407,1.66194707638323e-33,4.05804443494558e-31,65.2500825367625
WDR46,1.12177794098315,5.52883759954233,12.5825040756609,1.70646860863484e-33,4.14823557996811e-31,65.2239858680373
ZNF473,1.01413225546389,3.69021400457666,12.5815218503439,1.72453765509801e-33,4.17361004626484e-31,65.2135882822308
E2F3,1.173592593117,4.60404777700229,12.5785667883733,1.78005492172841e-33,4.28899136316895e-31,65.182310138054
RFC3,1.59009865336796,4.80992173684211,12.5760690677252,1.8283642482103e-33,4.36691626881495e-31,65.1558767317992
PUS7,1.47399205708638,4.67712883524027,12.5591581352384,2.19158390495571e-33,5.18912041911483e-31,64.9770037211715
BID,1.31845097876496,5.40727927803204,12.549341373769,2.43448691862956e-33,5.73940784545017e-31,64.8732447784668
FANCA,1.59881949006986,4.48762595014874,12.5488233957573,2.4480226958142e-33,5.7433172688501e-31,64.8677715352657
TOMM34,1.49481161011651,6.04316495080092,12.5435256219612,2.59083657944795e-33,6.03003432820875e-31,64.8118013072345
RRP9,1.65250471492198,4.8389257208238,12.5074769569014,3.80898245337394e-33,8.82763963081728e-31,64.4313877225402
AC112777.1,1.99598952254742,-0.326412898826087,12.4954623736283,4.33029763850948e-33,9.99348646996946e-31,64.3047694415623
NUDCD1,1.41328143251442,4.71632720022883,12.4942138524759,4.38838519349644e-33,1.00849885780793e-30,64.2916164834516
RCC1,1.56611686636177,5.89015295881007,12.4862633669737,4.77690455471471e-33,1.09319160928921e-30,64.207880911318
CSE1L,1.28197362218188,7.22116242562929,12.4684990000542,5.7730710329193e-33,1.31565883393967e-30,64.0209182549325
BRAT1,1.15770635591662,6.06968560983982,12.4667546113171,5.88139299305875e-33,1.3301009548322e-30,64.0025692727418
TONSL,1.56100382818009,5.13501928466819,12.4666958063874,5.88507964291784e-33,1.3301009548322e-30,64.0019507430266
TOP2A,2.03099507425138,7.12961106647597,12.4642565432273,6.04004663776706e-33,1.35950761667765e-30,63.9762955560106
CDC6,2.06030567772113,4.83325651084668,12.4497824657653,7.04675884792933e-33,1.57167303115895e-30,63.824135001499
HMMR,2.06608277850986,4.39498211910755,12.4494882617107,7.06886489926139e-33,1.57167303115895e-30,63.821043422263
NUSAP1,1.65893626278834,5.42638456548398,12.4485393808214,7.14063353008161e-33,1.58120223047698e-30,63.811072661128
UBE2S,1.55211742920507,5.15021064645309,12.446915576582,7.26513554477885e-33,1.60228463153903e-30,63.7940110910038
MCM7,1.65869809293774,7.33170902974828,12.4251371284803,9.15929728215576e-33,2.01191873432735e-30,63.565331529854
PRIM2,1.08452668232482,3.96136256750572,12.4161442012323,1.00780137471021e-32,2.20486784759099e-30,63.4709849284868
TRAIP,1.59920401206297,2.73696104412586,12.4135359297039,1.03612290659001e-32,2.25779850103349e-30,63.4436299552231
MRGBP,1.41600593546756,4.83011733638444,12.3531047327685,1.96695082121573e-32,4.18993825320253e-30,62.8109669662166
SOX9,2.027566714398,7.63586512562929,12.3530178371925,1.96876155237782e-32,4.18993825320253e-30,62.8100588008665
PAXX,1.26136555491003,4.87245928627002,12.3281671247359,2.56092918338504e-32,5.42907060795523e-30,62.5505223026863
GINS4,1.67400911405626,2.92391227593822,12.3276241633461,2.57567485745817e-32,5.43924850689863e-30,62.5448558038093
AUNIP,1.68139007361908,2.02674742685927,12.3249598354342,2.64926539682738e-32,5.57313734151821e-30,62.5170526628816
SKA1,1.80131863297175,3.0930191916476,12.3232128901427,2.6986486059828e-32,5.65527147525781e-30,62.4988250031722
TFAP4,1.24499306894491,4.50397998512586,12.3205571340979,2.77548182903517e-32,5.79408315416331e-30,62.4711182716755
EBNA1BP2,1.01008777153954,6.01088617734554,12.3096487675511,3.11456543596721e-32,6.47723028594017e-30,62.3573584640122
CHAF1B,1.36589070503068,3.75260875286041,12.3080517320296,3.16755207784049e-32,6.56247200369264e-30,62.3407094430231
UTP18,1.18096198876197,5.09666813615561,12.2932336810647,3.70398550303327e-32,7.64488630522281e-30,62.1863043893499
TGIF1,1.11716126849448,6.2848516590389,12.2825571414028,4.14561980833183e-32,8.5242359179214e-30,62.0751352738719
NDC80,1.66586342809298,3.71950971863844,12.2813837896553,4.19724192778666e-32,8.59805794907458e-30,62.0629219345281
RHBDF2,1.34146101675361,5.53425934782609,12.2803203116809,4.24458221869792e-32,8.66259046461502e-30,62.0518529736192
CTHRC1,2.6826053314113,4.37409245709382,12.2762905700475,4.42883337375723e-32,9.00502012556325e-30,62.0099164781227
TMEM132A,1.71109998149978,5.06353924828375,12.2637975238048,5.05213700054389e-32,1.02343197498055e-29,61.8799661521099
RFWD3,1.10019683030359,5.60184144736842,12.2580836792495,5.36557474942427e-32,1.07893423132265e-29,61.820562889147
PRR19,1.78278598121044,0.33222456723349,12.2569701734389,5.42887210512887e-32,1.08766358897444e-29,61.8089887389307
C5orf34,1.44778243016657,1.84011278594966,12.2542207278055,5.58836361526796e-32,1.11553119685066e-29,61.7804132607297
CCDC137,1.14658673612025,4.67749528627002,12.2427088612202,6.30833581650251e-32,1.25467064539493e-29,61.6608174844985
CENPF,1.92279135215797,5.95171952996567,12.238882367767,6.56751721314014e-32,1.30148678975616e-29,61.6210819415428
ORC1,1.85063528816951,3.45372408347826,12.2368732514413,6.70781402893621e-32,1.32094852534507e-29,61.6002221393313
RAD51AP1,1.71454124824266,3.66552088390275,12.2367852523372,6.71402669432176e-32,1.32094852534507e-29,61.5993085372368
RAE1,1.19268874416841,5.68077314988558,12.215417243522,8.40523075991984e-32,1.63602881286055e-29,61.377604358256
DPP3,1.13012588881484,6.18975466132723,12.2098832035889,8.90838101304815e-32,1.72781524648464e-29,61.3202304630119
TRIM28,1.1360422869717,8.4585520583524,12.2052947949242,9.34818777645298e-32,1.80671070824415e-29,61.2726742936375
CDC25B,1.61371608641095,6.89385404805492,12.2021601108296,9.66100250023315e-32,1.86059342165582e-29,61.2401923963726
BLM,1.59596576235378,3.50296281475973,12.1950452294059,1.04101728414309e-31,1.99784001249847e-29,61.1664892145904
MEST,1.88098315306621,5.73817852200229,12.1931891958702,1.06149308293855e-31,2.02293951816461e-29,61.1472675329356
POP1,1.39505084773286,3.5244759201373,12.1914860634874,1.08063425708175e-31,2.05226703788495e-29,61.1296311666162
CDKN3,1.67790025232781,3.90347937462243,12.1911192719191,1.08480126966248e-31,2.05305209149444e-29,61.1258331754055
SOX4,1.52139602353319,7.17948909610984,12.1902199089861,1.09508642624087e-31,2.06537076149118e-29,61.1165209467081
PCLAF,1.80166936214407,4.52004553128947,12.1830814013252,1.18023808144333e-31,2.21832033898772e-29,61.0426243042383
MFSD10,1.2220798922391,6.21452012929062,12.1821060057431,1.19237331048944e-31,2.23345404853493e-29,61.032529551628
AL109615.3,2.71267984912943,0.225241194204805,12.1665681749938,1.40329430405461e-31,2.61065244762813e-29,60.8717996381657
XPO5,1.14795894967021,6.1107462368421,12.162966395253,1.45725983441144e-31,2.70185853027571e-29,60.8345620561459
HAGHL,2.29201101139429,2.63187236473684,12.1596980225014,1.50801368013387e-31,2.78651379172033e-29,60.8007782209138
TNFRSF10B,1.34935029359042,6.1637107791762,12.1562276732891,1.563829253122e-31,2.87025640937946e-29,60.7649136847954
RAD54L,1.77443421443683,3.19254660959954,12.1485434741179,1.69483674871691e-31,3.10030421307932e-29,60.6855266988926
KIF15,1.74684615053892,3.75979050572082,12.1410400811257,1.83328263641807e-31,3.3423797932962e-29,60.6080420301764
LYAR,1.26809089501988,4.66757355720824,12.1392406268608,1.86812282804966e-31,3.39458398937463e-29,60.5894648059806
CD276,1.15024664332499,6.33334818421053,12.1362903617045,1.92667482304765e-31,3.4893867366421e-29,60.5590110586388
CENPL,1.1295855777262,3.08304010755149,12.1345686474744,1.96168414791865e-31,3.54106648417197e-29,60.541241304921
PPAT,1.38450489810631,4.34368799782609,12.1246022959322,2.17713157323004e-31,3.89144481692213e-29,60.4384141149453
IQANK1,2.3177310062602,4.79354308009153,12.1238804033427,2.19362134582825e-31,3.90814721531193e-29,60.4309683659002
